"","tissue_roi1","tissue_roi2","tissue_roi3","tissue_roi4","roi_label"
"23850",FALSE,FALSE,FALSE,FALSE,NA
"23851",FALSE,FALSE,FALSE,FALSE,NA
"23852",FALSE,FALSE,FALSE,FALSE,NA
"23853",FALSE,FALSE,FALSE,FALSE,NA
"23854",FALSE,FALSE,FALSE,FALSE,NA
"23855",FALSE,FALSE,FALSE,FALSE,NA
"23856",FALSE,FALSE,FALSE,FALSE,NA
"23857",FALSE,FALSE,FALSE,FALSE,NA
"23858",FALSE,FALSE,FALSE,FALSE,NA
"23859",FALSE,FALSE,FALSE,FALSE,NA
"23860",FALSE,FALSE,FALSE,FALSE,NA
"23861",FALSE,FALSE,FALSE,FALSE,NA
"23862",FALSE,FALSE,FALSE,FALSE,NA
"23863",FALSE,FALSE,FALSE,FALSE,NA
"23864",FALSE,FALSE,FALSE,FALSE,NA
"23865",FALSE,FALSE,FALSE,FALSE,NA
"23866",FALSE,FALSE,FALSE,FALSE,NA
"23867",FALSE,FALSE,FALSE,FALSE,NA
"23868",FALSE,FALSE,FALSE,FALSE,NA
"23869",FALSE,FALSE,FALSE,FALSE,NA
"23870",FALSE,FALSE,FALSE,FALSE,NA
"23871",FALSE,FALSE,FALSE,FALSE,NA
"23872",FALSE,FALSE,FALSE,FALSE,NA
"23873",FALSE,FALSE,FALSE,FALSE,NA
"23874",FALSE,FALSE,FALSE,FALSE,NA
"23875",FALSE,FALSE,FALSE,FALSE,NA
"23876",FALSE,FALSE,FALSE,FALSE,NA
"23877",FALSE,FALSE,FALSE,FALSE,NA
"23878",FALSE,FALSE,FALSE,FALSE,NA
"23879",FALSE,FALSE,FALSE,FALSE,NA
"23880",FALSE,FALSE,FALSE,FALSE,NA
"23881",FALSE,FALSE,FALSE,FALSE,NA
"23882",FALSE,FALSE,FALSE,FALSE,NA
"23883",FALSE,FALSE,FALSE,FALSE,NA
"23884",FALSE,FALSE,FALSE,FALSE,NA
"23885",FALSE,FALSE,FALSE,FALSE,NA
"23886",FALSE,FALSE,FALSE,FALSE,NA
"23887",FALSE,FALSE,FALSE,FALSE,NA
"23888",FALSE,FALSE,FALSE,FALSE,NA
"23889",FALSE,FALSE,FALSE,FALSE,NA
"23890",FALSE,FALSE,FALSE,FALSE,NA
"23891",FALSE,FALSE,FALSE,FALSE,NA
"23892",FALSE,FALSE,FALSE,FALSE,NA
"23893",FALSE,FALSE,FALSE,FALSE,NA
"23894",FALSE,FALSE,FALSE,FALSE,NA
"23895",FALSE,FALSE,FALSE,FALSE,NA
"23896",FALSE,FALSE,FALSE,FALSE,NA
"23897",FALSE,FALSE,FALSE,FALSE,NA
"23898",FALSE,FALSE,FALSE,FALSE,NA
"23899",FALSE,FALSE,FALSE,FALSE,NA
"23900",FALSE,FALSE,FALSE,FALSE,NA
"23901",FALSE,FALSE,FALSE,FALSE,NA
"23902",FALSE,FALSE,FALSE,FALSE,NA
"23903",FALSE,FALSE,FALSE,FALSE,NA
"23904",FALSE,FALSE,FALSE,FALSE,NA
"23905",FALSE,FALSE,FALSE,FALSE,NA
"23906",FALSE,FALSE,FALSE,FALSE,NA
"23907",FALSE,FALSE,FALSE,FALSE,NA
"23908",FALSE,FALSE,FALSE,FALSE,NA
"23909",FALSE,FALSE,FALSE,FALSE,NA
"23910",FALSE,FALSE,FALSE,FALSE,NA
"23911",FALSE,FALSE,FALSE,FALSE,NA
"23912",FALSE,FALSE,FALSE,FALSE,NA
"23913",FALSE,FALSE,FALSE,FALSE,NA
"23914",FALSE,FALSE,FALSE,FALSE,NA
"23915",FALSE,FALSE,FALSE,FALSE,NA
"23916",FALSE,FALSE,FALSE,FALSE,NA
"23917",FALSE,FALSE,FALSE,FALSE,NA
"23918",FALSE,FALSE,FALSE,FALSE,NA
"23919",FALSE,FALSE,FALSE,FALSE,NA
"23920",FALSE,FALSE,FALSE,FALSE,NA
"23921",FALSE,FALSE,FALSE,FALSE,NA
"23922",FALSE,FALSE,FALSE,FALSE,NA
"23923",FALSE,FALSE,FALSE,FALSE,NA
"23924",FALSE,FALSE,FALSE,FALSE,NA
"23925",FALSE,FALSE,FALSE,FALSE,NA
"23926",FALSE,FALSE,FALSE,FALSE,NA
"23927",FALSE,FALSE,FALSE,FALSE,NA
"23928",FALSE,FALSE,FALSE,FALSE,NA
"23929",FALSE,FALSE,FALSE,FALSE,NA
"23930",FALSE,FALSE,FALSE,FALSE,NA
"23931",FALSE,FALSE,FALSE,FALSE,NA
"23932",FALSE,FALSE,FALSE,FALSE,NA
"23933",FALSE,FALSE,FALSE,FALSE,NA
"23934",FALSE,FALSE,FALSE,FALSE,NA
"23935",FALSE,FALSE,FALSE,FALSE,NA
"23936",FALSE,FALSE,FALSE,FALSE,NA
"23937",FALSE,FALSE,FALSE,FALSE,NA
"23938",FALSE,FALSE,FALSE,FALSE,NA
"23939",FALSE,FALSE,FALSE,FALSE,NA
"23940",FALSE,FALSE,FALSE,FALSE,NA
"23941",FALSE,FALSE,FALSE,FALSE,NA
"23942",FALSE,FALSE,FALSE,FALSE,NA
"23943",FALSE,FALSE,FALSE,FALSE,NA
"23944",FALSE,FALSE,FALSE,FALSE,NA
"23945",FALSE,FALSE,FALSE,FALSE,NA
"23946",FALSE,FALSE,FALSE,FALSE,NA
"23947",FALSE,FALSE,FALSE,FALSE,NA
"23948",FALSE,FALSE,FALSE,FALSE,NA
"23949",FALSE,FALSE,FALSE,FALSE,NA
"23950",FALSE,FALSE,FALSE,FALSE,NA
"23951",FALSE,FALSE,FALSE,FALSE,NA
"23952",FALSE,FALSE,FALSE,FALSE,NA
"23953",FALSE,FALSE,FALSE,FALSE,NA
"23954",FALSE,FALSE,FALSE,FALSE,NA
"23955",FALSE,FALSE,FALSE,FALSE,NA
"23956",FALSE,FALSE,FALSE,FALSE,NA
"23957",FALSE,FALSE,FALSE,FALSE,NA
"23958",FALSE,FALSE,FALSE,FALSE,NA
"23959",FALSE,FALSE,FALSE,FALSE,NA
"23960",FALSE,FALSE,FALSE,FALSE,NA
"23961",FALSE,FALSE,FALSE,FALSE,NA
"23962",FALSE,FALSE,FALSE,FALSE,NA
"23963",FALSE,FALSE,FALSE,FALSE,NA
"23964",FALSE,FALSE,FALSE,FALSE,NA
"23965",FALSE,FALSE,FALSE,FALSE,NA
"23966",FALSE,FALSE,FALSE,FALSE,NA
"23967",FALSE,FALSE,FALSE,FALSE,NA
"23968",FALSE,FALSE,FALSE,FALSE,NA
"23969",FALSE,FALSE,FALSE,FALSE,NA
"23970",FALSE,FALSE,FALSE,FALSE,NA
"23971",FALSE,FALSE,FALSE,FALSE,NA
"23972",FALSE,FALSE,FALSE,FALSE,NA
"23973",FALSE,FALSE,FALSE,FALSE,NA
"23974",FALSE,FALSE,FALSE,FALSE,NA
"23975",FALSE,FALSE,FALSE,FALSE,NA
"23976",FALSE,FALSE,FALSE,FALSE,NA
"23977",FALSE,FALSE,FALSE,FALSE,NA
"23978",FALSE,FALSE,FALSE,FALSE,NA
"23979",FALSE,FALSE,FALSE,FALSE,NA
"23980",FALSE,FALSE,FALSE,FALSE,NA
"23981",FALSE,FALSE,FALSE,FALSE,NA
"23982",FALSE,FALSE,FALSE,FALSE,NA
"23983",FALSE,FALSE,FALSE,FALSE,NA
"23984",FALSE,FALSE,FALSE,FALSE,NA
"23985",FALSE,FALSE,FALSE,FALSE,NA
"23986",FALSE,FALSE,FALSE,FALSE,NA
"23987",FALSE,FALSE,FALSE,FALSE,NA
"23988",FALSE,FALSE,FALSE,FALSE,NA
"23989",FALSE,FALSE,FALSE,FALSE,NA
"23990",FALSE,FALSE,FALSE,FALSE,NA
"23991",FALSE,FALSE,FALSE,FALSE,NA
"23992",FALSE,FALSE,FALSE,FALSE,NA
"23993",FALSE,FALSE,FALSE,FALSE,NA
"23994",FALSE,FALSE,FALSE,FALSE,NA
"23995",FALSE,FALSE,FALSE,FALSE,NA
"23996",FALSE,FALSE,FALSE,FALSE,NA
"23997",FALSE,FALSE,FALSE,FALSE,NA
"23998",FALSE,FALSE,FALSE,FALSE,NA
"23999",FALSE,FALSE,FALSE,FALSE,NA
"24000",FALSE,FALSE,FALSE,FALSE,NA
"24001",FALSE,FALSE,FALSE,FALSE,NA
"24002",FALSE,FALSE,FALSE,FALSE,NA
"24003",FALSE,FALSE,FALSE,FALSE,NA
"24004",FALSE,FALSE,FALSE,FALSE,NA
"24005",FALSE,FALSE,FALSE,FALSE,NA
"24006",FALSE,FALSE,FALSE,FALSE,NA
"24007",FALSE,FALSE,FALSE,FALSE,NA
"24008",FALSE,FALSE,FALSE,FALSE,NA
"24009",FALSE,FALSE,FALSE,FALSE,NA
"24010",FALSE,FALSE,FALSE,FALSE,NA
"24011",FALSE,FALSE,FALSE,FALSE,NA
"24012",FALSE,FALSE,FALSE,FALSE,NA
"24013",FALSE,FALSE,FALSE,FALSE,NA
"24014",FALSE,FALSE,FALSE,FALSE,NA
"24015",FALSE,FALSE,FALSE,FALSE,NA
"24016",FALSE,FALSE,FALSE,FALSE,NA
"24017",FALSE,FALSE,FALSE,FALSE,NA
"24018",FALSE,FALSE,FALSE,FALSE,NA
"24019",FALSE,FALSE,FALSE,FALSE,NA
"24020",FALSE,FALSE,FALSE,FALSE,NA
"24021",FALSE,FALSE,FALSE,FALSE,NA
"24022",FALSE,FALSE,FALSE,FALSE,NA
"24023",FALSE,FALSE,FALSE,FALSE,NA
"24024",FALSE,FALSE,FALSE,FALSE,NA
"24025",FALSE,FALSE,FALSE,FALSE,NA
"24026",FALSE,FALSE,FALSE,FALSE,NA
"24027",FALSE,FALSE,FALSE,FALSE,NA
"24028",FALSE,FALSE,FALSE,FALSE,NA
"24029",FALSE,FALSE,FALSE,FALSE,NA
"24030",FALSE,FALSE,FALSE,FALSE,NA
"24031",FALSE,FALSE,FALSE,FALSE,NA
"24032",FALSE,FALSE,FALSE,FALSE,NA
"24033",FALSE,FALSE,FALSE,FALSE,NA
"24034",FALSE,FALSE,FALSE,FALSE,NA
"24035",FALSE,FALSE,FALSE,FALSE,NA
"24036",FALSE,FALSE,FALSE,FALSE,NA
"24037",FALSE,FALSE,FALSE,FALSE,NA
"24038",FALSE,FALSE,FALSE,FALSE,NA
"24039",FALSE,FALSE,FALSE,FALSE,NA
"24040",FALSE,FALSE,FALSE,FALSE,NA
"24041",FALSE,FALSE,FALSE,FALSE,NA
"24042",FALSE,FALSE,FALSE,FALSE,NA
"24043",FALSE,FALSE,FALSE,FALSE,NA
"24044",FALSE,FALSE,FALSE,FALSE,NA
"24045",FALSE,FALSE,FALSE,FALSE,NA
"24046",FALSE,FALSE,FALSE,FALSE,NA
"24047",FALSE,FALSE,FALSE,FALSE,NA
"24048",FALSE,FALSE,FALSE,FALSE,NA
"24049",FALSE,FALSE,FALSE,FALSE,NA
"24050",FALSE,FALSE,FALSE,FALSE,NA
"24051",FALSE,FALSE,FALSE,FALSE,NA
"24052",FALSE,FALSE,FALSE,FALSE,NA
"24053",FALSE,FALSE,FALSE,FALSE,NA
"24054",FALSE,FALSE,FALSE,FALSE,NA
"24055",FALSE,FALSE,FALSE,FALSE,NA
"24056",FALSE,FALSE,FALSE,FALSE,NA
"24057",FALSE,FALSE,FALSE,FALSE,NA
"24058",FALSE,FALSE,FALSE,FALSE,NA
"24059",FALSE,FALSE,FALSE,FALSE,NA
"24060",FALSE,FALSE,FALSE,FALSE,NA
"24061",FALSE,FALSE,FALSE,FALSE,NA
"24062",FALSE,FALSE,FALSE,FALSE,NA
"24063",FALSE,FALSE,FALSE,FALSE,NA
"24064",FALSE,FALSE,FALSE,FALSE,NA
"24065",FALSE,FALSE,FALSE,FALSE,NA
"24066",FALSE,FALSE,FALSE,FALSE,NA
"24067",FALSE,FALSE,FALSE,FALSE,NA
"24068",FALSE,FALSE,FALSE,FALSE,NA
"24069",FALSE,FALSE,FALSE,FALSE,NA
"24070",FALSE,FALSE,FALSE,FALSE,NA
"24071",FALSE,FALSE,FALSE,FALSE,NA
"24072",FALSE,FALSE,FALSE,FALSE,NA
"24073",FALSE,FALSE,FALSE,FALSE,NA
"24074",FALSE,FALSE,FALSE,FALSE,NA
"24075",FALSE,FALSE,FALSE,FALSE,NA
"24076",FALSE,FALSE,FALSE,FALSE,NA
"24077",FALSE,FALSE,FALSE,FALSE,NA
"24078",FALSE,FALSE,FALSE,FALSE,NA
"24079",FALSE,FALSE,FALSE,FALSE,NA
"24080",FALSE,FALSE,FALSE,FALSE,NA
"24081",FALSE,FALSE,FALSE,FALSE,NA
"24082",FALSE,FALSE,FALSE,FALSE,NA
"24083",FALSE,FALSE,FALSE,FALSE,NA
"24084",FALSE,FALSE,FALSE,FALSE,NA
"24085",FALSE,FALSE,FALSE,FALSE,NA
"24086",FALSE,FALSE,FALSE,FALSE,NA
"24087",FALSE,FALSE,FALSE,FALSE,NA
"24088",FALSE,FALSE,FALSE,FALSE,NA
"24089",FALSE,FALSE,FALSE,FALSE,NA
"24090",FALSE,FALSE,FALSE,FALSE,NA
"24091",FALSE,FALSE,FALSE,FALSE,NA
"24092",FALSE,FALSE,FALSE,FALSE,NA
"24093",FALSE,FALSE,FALSE,FALSE,NA
"24094",FALSE,FALSE,FALSE,FALSE,NA
"24095",FALSE,FALSE,FALSE,FALSE,NA
"24096",FALSE,FALSE,FALSE,FALSE,NA
"24097",FALSE,FALSE,FALSE,FALSE,NA
"24098",FALSE,FALSE,FALSE,FALSE,NA
"24099",FALSE,FALSE,FALSE,FALSE,NA
"24100",FALSE,FALSE,FALSE,FALSE,NA
"24101",FALSE,FALSE,FALSE,FALSE,NA
"24102",FALSE,FALSE,FALSE,FALSE,NA
"24103",FALSE,FALSE,FALSE,FALSE,NA
"24104",FALSE,FALSE,FALSE,FALSE,NA
"24105",FALSE,FALSE,FALSE,FALSE,NA
"24106",FALSE,FALSE,FALSE,FALSE,NA
"24107",FALSE,FALSE,FALSE,FALSE,NA
"24108",FALSE,FALSE,FALSE,FALSE,NA
"24109",FALSE,FALSE,FALSE,FALSE,NA
"24110",FALSE,FALSE,FALSE,FALSE,NA
"24111",FALSE,FALSE,FALSE,FALSE,NA
"24112",FALSE,FALSE,FALSE,FALSE,NA
"24113",FALSE,FALSE,FALSE,FALSE,NA
"24114",FALSE,FALSE,FALSE,FALSE,NA
"24115",FALSE,FALSE,FALSE,FALSE,NA
"24116",FALSE,FALSE,FALSE,FALSE,NA
"24117",FALSE,FALSE,FALSE,FALSE,NA
"24118",FALSE,FALSE,FALSE,FALSE,NA
"24119",FALSE,FALSE,FALSE,FALSE,NA
"24120",FALSE,FALSE,FALSE,FALSE,NA
"24121",FALSE,FALSE,FALSE,FALSE,NA
"24122",FALSE,FALSE,FALSE,FALSE,NA
"24123",FALSE,FALSE,FALSE,FALSE,NA
"24124",FALSE,FALSE,FALSE,FALSE,NA
"24125",FALSE,FALSE,FALSE,FALSE,NA
"24126",FALSE,FALSE,FALSE,FALSE,NA
"24127",FALSE,FALSE,FALSE,FALSE,NA
"24128",FALSE,FALSE,FALSE,FALSE,NA
"24129",FALSE,FALSE,FALSE,FALSE,NA
"24130",FALSE,FALSE,FALSE,FALSE,NA
"24131",FALSE,FALSE,FALSE,FALSE,NA
"24132",FALSE,FALSE,FALSE,FALSE,NA
"24133",FALSE,FALSE,FALSE,FALSE,NA
"24134",FALSE,FALSE,FALSE,FALSE,NA
"24135",FALSE,FALSE,FALSE,FALSE,NA
"24136",FALSE,FALSE,FALSE,FALSE,NA
"24137",FALSE,FALSE,FALSE,FALSE,NA
"24138",FALSE,FALSE,FALSE,FALSE,NA
"24139",FALSE,FALSE,FALSE,FALSE,NA
"24140",FALSE,FALSE,FALSE,FALSE,NA
"24141",FALSE,FALSE,FALSE,FALSE,NA
"24142",FALSE,FALSE,FALSE,FALSE,NA
"24143",FALSE,FALSE,FALSE,FALSE,NA
"24144",FALSE,FALSE,FALSE,FALSE,NA
"24145",FALSE,FALSE,FALSE,FALSE,NA
"24146",FALSE,FALSE,FALSE,FALSE,NA
"24147",FALSE,FALSE,FALSE,FALSE,NA
"24148",FALSE,FALSE,FALSE,FALSE,NA
"24149",FALSE,FALSE,FALSE,FALSE,NA
"24150",FALSE,FALSE,FALSE,FALSE,NA
"24151",FALSE,FALSE,FALSE,FALSE,NA
"24152",FALSE,FALSE,FALSE,FALSE,NA
"24153",FALSE,FALSE,FALSE,FALSE,NA
"24154",FALSE,FALSE,FALSE,FALSE,NA
"24155",FALSE,FALSE,FALSE,FALSE,NA
"24156",FALSE,FALSE,FALSE,FALSE,NA
"24157",FALSE,FALSE,FALSE,FALSE,NA
"24158",FALSE,FALSE,FALSE,FALSE,NA
"24159",FALSE,FALSE,FALSE,FALSE,NA
"24160",FALSE,FALSE,FALSE,FALSE,NA
"24161",FALSE,FALSE,FALSE,FALSE,NA
"24162",FALSE,FALSE,FALSE,FALSE,NA
"24163",FALSE,FALSE,FALSE,FALSE,NA
"24164",FALSE,FALSE,FALSE,FALSE,NA
"24165",FALSE,FALSE,FALSE,FALSE,NA
"24166",FALSE,FALSE,FALSE,FALSE,NA
"24167",FALSE,FALSE,FALSE,FALSE,NA
"24168",FALSE,FALSE,FALSE,FALSE,NA
"24169",FALSE,FALSE,FALSE,FALSE,NA
"24170",FALSE,FALSE,FALSE,FALSE,NA
"24171",FALSE,FALSE,FALSE,FALSE,NA
"24172",FALSE,FALSE,FALSE,FALSE,NA
"24173",FALSE,FALSE,FALSE,FALSE,NA
"24174",FALSE,FALSE,FALSE,FALSE,NA
"24175",FALSE,FALSE,FALSE,FALSE,NA
"24176",FALSE,FALSE,FALSE,FALSE,NA
"24177",FALSE,FALSE,FALSE,FALSE,NA
"24178",FALSE,FALSE,FALSE,FALSE,NA
"24179",FALSE,FALSE,FALSE,FALSE,NA
"24180",FALSE,FALSE,FALSE,FALSE,NA
"24181",FALSE,FALSE,FALSE,FALSE,NA
"24182",FALSE,FALSE,FALSE,FALSE,NA
"24183",FALSE,FALSE,FALSE,FALSE,NA
"24184",FALSE,FALSE,FALSE,FALSE,NA
"24185",FALSE,FALSE,FALSE,FALSE,NA
"24186",FALSE,FALSE,FALSE,FALSE,NA
"24187",FALSE,FALSE,FALSE,FALSE,NA
"24188",FALSE,FALSE,FALSE,FALSE,NA
"24189",FALSE,FALSE,FALSE,FALSE,NA
"24190",FALSE,FALSE,FALSE,FALSE,NA
"24191",FALSE,FALSE,FALSE,FALSE,NA
"24192",FALSE,FALSE,FALSE,FALSE,NA
"24193",FALSE,FALSE,FALSE,FALSE,NA
"24194",FALSE,FALSE,FALSE,FALSE,NA
"24195",FALSE,FALSE,FALSE,FALSE,NA
"24196",FALSE,FALSE,FALSE,FALSE,NA
"24197",FALSE,FALSE,FALSE,FALSE,NA
"24198",FALSE,FALSE,FALSE,FALSE,NA
"24199",FALSE,FALSE,FALSE,FALSE,NA
"24200",FALSE,FALSE,FALSE,FALSE,NA
"24201",FALSE,FALSE,FALSE,FALSE,NA
"24202",FALSE,FALSE,FALSE,FALSE,NA
"24203",FALSE,FALSE,FALSE,FALSE,NA
"24204",FALSE,FALSE,FALSE,FALSE,NA
"24205",FALSE,FALSE,FALSE,FALSE,NA
"24206",FALSE,FALSE,FALSE,FALSE,NA
"24207",FALSE,FALSE,FALSE,FALSE,NA
"24208",FALSE,FALSE,FALSE,FALSE,NA
"24209",FALSE,FALSE,FALSE,FALSE,NA
"24210",FALSE,FALSE,FALSE,FALSE,NA
"24211",FALSE,FALSE,FALSE,FALSE,NA
"24212",FALSE,FALSE,FALSE,FALSE,NA
"24213",FALSE,FALSE,FALSE,FALSE,NA
"24214",FALSE,FALSE,FALSE,FALSE,NA
"24215",FALSE,FALSE,FALSE,FALSE,NA
"24216",FALSE,FALSE,FALSE,FALSE,NA
"24217",FALSE,FALSE,FALSE,FALSE,NA
"24218",FALSE,FALSE,FALSE,FALSE,NA
"24219",FALSE,FALSE,FALSE,FALSE,NA
"24220",FALSE,FALSE,FALSE,FALSE,NA
"24221",FALSE,FALSE,FALSE,FALSE,NA
"24222",FALSE,FALSE,FALSE,FALSE,NA
"24223",FALSE,FALSE,FALSE,FALSE,NA
"24224",FALSE,FALSE,FALSE,FALSE,NA
"24225",FALSE,FALSE,FALSE,FALSE,NA
"24226",FALSE,FALSE,FALSE,FALSE,NA
"24227",FALSE,FALSE,FALSE,FALSE,NA
"24228",FALSE,FALSE,FALSE,FALSE,NA
"24229",FALSE,FALSE,FALSE,FALSE,NA
"24230",FALSE,FALSE,FALSE,FALSE,NA
"24231",FALSE,FALSE,FALSE,FALSE,NA
"24232",FALSE,FALSE,FALSE,FALSE,NA
"24233",FALSE,FALSE,FALSE,FALSE,NA
"24234",FALSE,FALSE,FALSE,FALSE,NA
"24235",FALSE,FALSE,FALSE,FALSE,NA
"24236",FALSE,FALSE,FALSE,FALSE,NA
"24237",FALSE,FALSE,FALSE,FALSE,NA
"24238",FALSE,FALSE,FALSE,FALSE,NA
"24239",FALSE,FALSE,FALSE,FALSE,NA
"24240",FALSE,FALSE,FALSE,FALSE,NA
"24241",FALSE,FALSE,FALSE,FALSE,NA
"24242",FALSE,FALSE,FALSE,FALSE,NA
"24243",FALSE,FALSE,FALSE,FALSE,NA
"24244",FALSE,FALSE,FALSE,FALSE,NA
"24245",FALSE,FALSE,FALSE,FALSE,NA
"24246",FALSE,FALSE,FALSE,FALSE,NA
"24247",FALSE,FALSE,FALSE,FALSE,NA
"24248",FALSE,FALSE,FALSE,FALSE,NA
"24249",FALSE,FALSE,FALSE,FALSE,NA
"24250",FALSE,FALSE,FALSE,FALSE,NA
"24251",FALSE,FALSE,FALSE,FALSE,NA
"24252",FALSE,FALSE,FALSE,FALSE,NA
"24253",FALSE,FALSE,FALSE,FALSE,NA
"24254",FALSE,FALSE,FALSE,FALSE,NA
"24255",FALSE,FALSE,FALSE,FALSE,NA
"24256",FALSE,FALSE,FALSE,FALSE,NA
"24257",FALSE,FALSE,FALSE,FALSE,NA
"24258",FALSE,FALSE,FALSE,FALSE,NA
"24259",FALSE,FALSE,FALSE,FALSE,NA
"24260",FALSE,FALSE,FALSE,FALSE,NA
"24261",FALSE,FALSE,FALSE,FALSE,NA
"24262",FALSE,FALSE,FALSE,FALSE,NA
"24263",FALSE,FALSE,FALSE,FALSE,NA
"24264",FALSE,FALSE,FALSE,FALSE,NA
"24265",FALSE,FALSE,FALSE,FALSE,NA
"24266",FALSE,FALSE,FALSE,FALSE,NA
"24267",FALSE,FALSE,FALSE,FALSE,NA
"24268",FALSE,FALSE,FALSE,FALSE,NA
"24269",FALSE,FALSE,FALSE,FALSE,NA
"24270",FALSE,FALSE,FALSE,FALSE,NA
"24271",FALSE,FALSE,FALSE,FALSE,NA
"24272",FALSE,FALSE,FALSE,FALSE,NA
"24273",FALSE,FALSE,FALSE,FALSE,NA
"24274",FALSE,FALSE,FALSE,FALSE,NA
"24275",FALSE,FALSE,FALSE,FALSE,NA
"24276",FALSE,FALSE,FALSE,FALSE,NA
"24277",FALSE,FALSE,FALSE,FALSE,NA
"24278",FALSE,FALSE,FALSE,FALSE,NA
"24279",FALSE,FALSE,FALSE,FALSE,NA
"24280",FALSE,FALSE,FALSE,FALSE,NA
"24281",FALSE,FALSE,FALSE,FALSE,NA
"24282",FALSE,FALSE,FALSE,FALSE,NA
"24283",FALSE,FALSE,FALSE,FALSE,NA
"24284",FALSE,FALSE,FALSE,FALSE,NA
"24285",FALSE,FALSE,FALSE,FALSE,NA
"24286",FALSE,FALSE,FALSE,FALSE,NA
"24287",FALSE,FALSE,FALSE,FALSE,NA
"24288",FALSE,FALSE,FALSE,FALSE,NA
"24289",FALSE,FALSE,FALSE,FALSE,NA
"24290",FALSE,FALSE,FALSE,FALSE,NA
"24291",FALSE,FALSE,FALSE,FALSE,NA
"24292",FALSE,FALSE,FALSE,FALSE,NA
"24293",FALSE,FALSE,FALSE,FALSE,NA
"24294",FALSE,FALSE,FALSE,FALSE,NA
"24295",FALSE,FALSE,FALSE,FALSE,NA
"24296",FALSE,FALSE,FALSE,FALSE,NA
"24297",FALSE,FALSE,FALSE,FALSE,NA
"24298",FALSE,FALSE,FALSE,FALSE,NA
"24299",FALSE,FALSE,FALSE,FALSE,NA
"24300",FALSE,FALSE,FALSE,FALSE,NA
"24301",FALSE,FALSE,FALSE,FALSE,NA
"24302",FALSE,FALSE,FALSE,FALSE,NA
"24303",FALSE,FALSE,FALSE,FALSE,NA
"24304",FALSE,FALSE,FALSE,FALSE,NA
"24305",FALSE,FALSE,FALSE,FALSE,NA
"24306",FALSE,FALSE,FALSE,FALSE,NA
"24307",FALSE,FALSE,FALSE,FALSE,NA
"24308",FALSE,FALSE,FALSE,FALSE,NA
"24309",FALSE,FALSE,FALSE,FALSE,NA
"24310",FALSE,FALSE,FALSE,FALSE,NA
"24311",FALSE,FALSE,FALSE,FALSE,NA
"24312",FALSE,FALSE,FALSE,FALSE,NA
"24313",FALSE,FALSE,FALSE,FALSE,NA
"24314",FALSE,FALSE,FALSE,FALSE,NA
"24315",FALSE,FALSE,FALSE,FALSE,NA
"24316",FALSE,FALSE,FALSE,FALSE,NA
"24317",FALSE,FALSE,FALSE,FALSE,NA
"24318",FALSE,FALSE,FALSE,FALSE,NA
"24319",FALSE,FALSE,FALSE,FALSE,NA
"24320",FALSE,FALSE,FALSE,FALSE,NA
"24321",FALSE,FALSE,FALSE,FALSE,NA
"24322",FALSE,FALSE,FALSE,FALSE,NA
"24323",FALSE,FALSE,FALSE,FALSE,NA
"24324",FALSE,FALSE,FALSE,FALSE,NA
"24325",FALSE,FALSE,FALSE,FALSE,NA
"24326",FALSE,FALSE,FALSE,FALSE,NA
"24327",FALSE,FALSE,FALSE,FALSE,NA
"24328",FALSE,FALSE,FALSE,FALSE,NA
"24329",FALSE,FALSE,FALSE,FALSE,NA
"24330",FALSE,FALSE,FALSE,FALSE,NA
"24331",FALSE,FALSE,FALSE,FALSE,NA
"24332",FALSE,FALSE,FALSE,FALSE,NA
"24333",FALSE,FALSE,FALSE,FALSE,NA
"24334",FALSE,FALSE,FALSE,FALSE,NA
"24335",FALSE,FALSE,FALSE,FALSE,NA
"24336",FALSE,FALSE,FALSE,FALSE,NA
"24337",FALSE,FALSE,FALSE,FALSE,NA
"24338",FALSE,FALSE,FALSE,FALSE,NA
"24339",FALSE,FALSE,FALSE,FALSE,NA
"24340",FALSE,FALSE,FALSE,FALSE,NA
"24341",FALSE,FALSE,FALSE,FALSE,NA
"24342",FALSE,FALSE,FALSE,FALSE,NA
"24343",FALSE,FALSE,FALSE,FALSE,NA
"24344",FALSE,FALSE,FALSE,FALSE,NA
"24345",FALSE,FALSE,FALSE,FALSE,NA
"24346",FALSE,FALSE,FALSE,FALSE,NA
"24347",FALSE,FALSE,FALSE,FALSE,NA
"24348",FALSE,FALSE,FALSE,FALSE,NA
"24349",FALSE,FALSE,FALSE,FALSE,NA
"24350",FALSE,FALSE,FALSE,FALSE,NA
"24351",FALSE,FALSE,FALSE,FALSE,NA
"24352",FALSE,FALSE,FALSE,FALSE,NA
"24353",FALSE,FALSE,FALSE,FALSE,NA
"24354",FALSE,FALSE,FALSE,FALSE,NA
"24355",FALSE,FALSE,FALSE,FALSE,NA
"24356",FALSE,FALSE,FALSE,FALSE,NA
"24357",FALSE,FALSE,FALSE,FALSE,NA
"24358",FALSE,FALSE,FALSE,FALSE,NA
"24359",FALSE,FALSE,FALSE,FALSE,NA
"24360",FALSE,FALSE,FALSE,FALSE,NA
"24361",FALSE,FALSE,FALSE,FALSE,NA
"24362",FALSE,FALSE,FALSE,FALSE,NA
"24363",FALSE,FALSE,FALSE,FALSE,NA
"24364",FALSE,FALSE,FALSE,FALSE,NA
"24365",FALSE,FALSE,FALSE,FALSE,NA
"24366",FALSE,FALSE,FALSE,FALSE,NA
