"","tissue_roi1","tissue_roi2","tissue_roi3","tissue_roi4","tissue_roi5","tissue_roi6"
"11479",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11480",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11481",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11482",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11483",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11484",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11485",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11486",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11487",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11488",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11489",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11490",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11491",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11492",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11493",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11494",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11495",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11496",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11497",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11498",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11499",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11500",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11501",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11502",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11503",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11504",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11505",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11506",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11507",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11508",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11509",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11510",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11511",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11512",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11513",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11514",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11515",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11516",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11517",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11518",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11519",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11520",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11521",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11522",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11523",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11524",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11525",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11526",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11527",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11528",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11529",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11530",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11531",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11532",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11533",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11534",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11535",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11536",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11537",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11538",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11539",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11540",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11541",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11542",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11543",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11544",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11545",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11546",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11547",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11548",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11549",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11550",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11551",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11552",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11553",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11554",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11555",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11556",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11557",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11558",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11559",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11560",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11561",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11562",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11563",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11564",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11565",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11566",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11567",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11568",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11569",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11570",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11571",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11572",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11573",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11574",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11575",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11576",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11577",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11578",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11579",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11580",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11581",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11582",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11583",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11584",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11585",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11586",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11587",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11588",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11589",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11590",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11591",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11592",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11593",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11594",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11595",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11596",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11597",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11598",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11599",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11600",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11601",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11602",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11603",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11604",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11605",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11606",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11607",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11608",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11609",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11610",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11611",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11612",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11613",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11614",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11615",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11616",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11617",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11618",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11619",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11620",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11621",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11622",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11623",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11624",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11625",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11626",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11627",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11628",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11629",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11630",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11631",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11632",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11633",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11634",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11635",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11636",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11637",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11638",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11639",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11640",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11641",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11642",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11643",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11644",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11645",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11646",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11647",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11648",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11649",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11650",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11651",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11652",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11653",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11654",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11655",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11656",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11657",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11658",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11659",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11660",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11661",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11662",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11663",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11664",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11665",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11666",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11667",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11668",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11669",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11670",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11671",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11672",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11673",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11674",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11675",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11676",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11677",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11678",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11679",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11680",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11681",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11682",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11683",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11684",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11685",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11686",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11687",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11688",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11689",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11690",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11691",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11692",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11693",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11694",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11695",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11696",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11697",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11698",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11699",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11700",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11701",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11702",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11703",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11704",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11705",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11706",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11707",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11708",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11709",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11710",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11711",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11712",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11713",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11714",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11715",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11716",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11717",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11718",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11719",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11720",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11721",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11722",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11723",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11724",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11725",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11726",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11727",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11728",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11729",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11730",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11731",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11732",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11733",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11734",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11735",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11736",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11737",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11738",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11739",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11740",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11741",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11742",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11743",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11744",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11745",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11746",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11747",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11748",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11749",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11750",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11751",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11752",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11753",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11754",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"11755",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11756",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11757",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11758",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11759",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11760",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11761",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11762",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11763",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11764",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11765",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11766",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11767",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11768",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11769",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11770",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11771",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11772",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11773",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11774",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11775",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11776",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11777",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11778",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11779",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11780",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11781",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11782",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11783",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11784",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11785",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11786",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11787",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11788",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11789",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11790",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11791",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11792",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11793",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11794",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11795",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11796",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11797",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11798",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11799",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11800",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11801",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11802",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11803",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11804",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11805",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11806",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11807",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11808",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11809",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11810",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11811",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11812",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11813",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11814",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11815",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11816",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11817",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11818",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11819",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11820",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11821",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11822",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11823",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11824",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11825",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11826",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11827",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11828",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11829",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11830",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11831",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11832",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11833",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11834",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11835",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11836",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11837",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11838",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11839",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11840",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11841",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11842",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11843",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11844",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11845",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11846",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11847",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11848",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"11849",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11850",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11851",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11852",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11853",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11854",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11855",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11856",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11857",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11858",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11859",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11860",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11861",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11862",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11863",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11864",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11865",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11866",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11867",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11868",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11869",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11870",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11871",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11872",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11873",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11874",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11875",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11876",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11877",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11878",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11879",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11880",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11881",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11882",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11883",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11884",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11885",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11886",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11887",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11888",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
