"","tissue_pixels","noise_pixels"
"35663",TRUE,FALSE
"35664",TRUE,FALSE
"35665",TRUE,FALSE
"35666",TRUE,FALSE
"35667",TRUE,FALSE
"35668",TRUE,FALSE
"35669",TRUE,FALSE
"35670",TRUE,FALSE
"35671",TRUE,FALSE
"35672",TRUE,FALSE
"35673",TRUE,FALSE
"35674",TRUE,FALSE
"35675",TRUE,FALSE
"35676",TRUE,FALSE
"35677",TRUE,FALSE
"35678",TRUE,FALSE
"35679",TRUE,FALSE
"35680",TRUE,FALSE
"35681",TRUE,FALSE
"35682",FALSE,FALSE
"35683",FALSE,FALSE
"35684",FALSE,FALSE
"35685",FALSE,FALSE
"35686",FALSE,FALSE
"35687",FALSE,FALSE
"35688",FALSE,FALSE
"35689",FALSE,FALSE
"35690",FALSE,FALSE
"35691",FALSE,FALSE
"35692",FALSE,FALSE
"35693",FALSE,FALSE
"35694",FALSE,FALSE
"35695",FALSE,FALSE
"35696",FALSE,FALSE
"35697",FALSE,FALSE
"35698",FALSE,FALSE
"35699",FALSE,FALSE
"35700",FALSE,FALSE
"35701",FALSE,FALSE
"35702",FALSE,FALSE
"35703",FALSE,FALSE
"35704",FALSE,FALSE
"35705",FALSE,FALSE
"35706",FALSE,FALSE
"35707",FALSE,FALSE
"35708",FALSE,FALSE
"35709",FALSE,FALSE
"35710",FALSE,FALSE
"35711",FALSE,FALSE
"35712",FALSE,FALSE
"35713",FALSE,FALSE
"35714",FALSE,FALSE
"35715",FALSE,FALSE
"35716",FALSE,FALSE
"35717",FALSE,FALSE
"35718",FALSE,FALSE
"35719",FALSE,FALSE
"35720",FALSE,FALSE
"35721",FALSE,FALSE
"35722",FALSE,FALSE
"35723",FALSE,FALSE
"35724",FALSE,FALSE
"35725",FALSE,FALSE
"35726",FALSE,FALSE
"35727",FALSE,FALSE
"35728",FALSE,FALSE
"35729",FALSE,FALSE
"35730",FALSE,FALSE
"35731",FALSE,FALSE
"35732",FALSE,FALSE
"35733",FALSE,FALSE
"35734",FALSE,FALSE
"35735",FALSE,FALSE
"35736",FALSE,FALSE
"35737",FALSE,FALSE
"35738",FALSE,FALSE
"35739",FALSE,FALSE
"35740",FALSE,FALSE
"35741",FALSE,FALSE
"35742",FALSE,FALSE
"35743",FALSE,FALSE
"35744",FALSE,FALSE
"35745",FALSE,FALSE
"35746",FALSE,FALSE
"35747",FALSE,FALSE
"35748",FALSE,FALSE
"35749",FALSE,FALSE
"35750",FALSE,FALSE
"35751",FALSE,FALSE
"35752",FALSE,FALSE
"35753",FALSE,FALSE
"35754",FALSE,FALSE
"35755",FALSE,FALSE
"35756",FALSE,FALSE
"35757",FALSE,FALSE
"35758",FALSE,FALSE
"35759",FALSE,FALSE
"35760",FALSE,FALSE
"35761",FALSE,FALSE
"35762",FALSE,FALSE
"35763",FALSE,FALSE
"35764",FALSE,FALSE
"35765",FALSE,FALSE
"35766",FALSE,FALSE
"35767",FALSE,FALSE
"35768",FALSE,FALSE
"35769",FALSE,FALSE
"35770",FALSE,FALSE
"35771",FALSE,FALSE
"35772",FALSE,FALSE
"35773",FALSE,FALSE
"35774",FALSE,FALSE
"35775",FALSE,FALSE
"35776",FALSE,FALSE
"35777",FALSE,FALSE
"35778",FALSE,FALSE
"35779",FALSE,FALSE
"35780",FALSE,FALSE
"35781",FALSE,FALSE
"35782",FALSE,FALSE
"35783",FALSE,FALSE
"35784",FALSE,FALSE
"35785",FALSE,FALSE
"35786",FALSE,FALSE
"35787",FALSE,FALSE
"35788",FALSE,FALSE
"35789",FALSE,FALSE
"35790",FALSE,FALSE
"35791",TRUE,FALSE
"35792",TRUE,FALSE
"35793",TRUE,FALSE
"35794",TRUE,FALSE
"35795",TRUE,FALSE
"35796",TRUE,FALSE
"35797",TRUE,FALSE
"35798",TRUE,FALSE
"35799",TRUE,FALSE
"35800",TRUE,FALSE
"35801",TRUE,FALSE
"35802",TRUE,FALSE
"35803",TRUE,FALSE
"35804",TRUE,FALSE
"35805",TRUE,FALSE
"35806",TRUE,FALSE
"35807",TRUE,FALSE
"35808",TRUE,FALSE
"35809",TRUE,FALSE
"35810",TRUE,FALSE
"35811",TRUE,FALSE
"35812",TRUE,FALSE
"35813",TRUE,FALSE
"35814",TRUE,FALSE
"35815",TRUE,FALSE
"35816",TRUE,FALSE
"35817",TRUE,FALSE
"35818",TRUE,FALSE
"35819",TRUE,FALSE
"35820",TRUE,FALSE
"35821",TRUE,FALSE
"35822",TRUE,FALSE
"35823",TRUE,FALSE
"35824",TRUE,FALSE
"35825",TRUE,FALSE
"35826",TRUE,FALSE
"35827",TRUE,FALSE
"35828",TRUE,FALSE
"35829",TRUE,FALSE
"35830",TRUE,FALSE
"35831",TRUE,FALSE
"35832",TRUE,FALSE
"35833",TRUE,FALSE
"35834",TRUE,FALSE
"35835",TRUE,FALSE
"35836",TRUE,FALSE
"35837",TRUE,FALSE
"35838",TRUE,FALSE
"35839",TRUE,FALSE
"35840",TRUE,FALSE
"35841",TRUE,FALSE
"35842",TRUE,FALSE
"35843",TRUE,FALSE
"35844",TRUE,FALSE
"35845",TRUE,FALSE
"35846",TRUE,FALSE
"35847",TRUE,FALSE
"35848",TRUE,FALSE
"35849",TRUE,FALSE
"35850",TRUE,FALSE
"35851",TRUE,FALSE
"35852",TRUE,FALSE
"35853",TRUE,FALSE
"35854",TRUE,FALSE
"35855",TRUE,FALSE
"35856",TRUE,FALSE
"35857",TRUE,FALSE
"35858",TRUE,FALSE
"35859",TRUE,FALSE
"35860",TRUE,FALSE
"35861",TRUE,FALSE
"35862",TRUE,FALSE
"35863",TRUE,FALSE
"35864",TRUE,FALSE
"35865",TRUE,FALSE
"35866",TRUE,FALSE
"35867",TRUE,FALSE
"35868",TRUE,FALSE
"35869",TRUE,FALSE
"35870",TRUE,FALSE
"35871",TRUE,FALSE
"35872",TRUE,FALSE
"35873",TRUE,FALSE
"35874",TRUE,FALSE
"35875",TRUE,FALSE
"35876",TRUE,FALSE
"35877",TRUE,FALSE
"35878",TRUE,FALSE
"35879",TRUE,FALSE
"35880",TRUE,FALSE
"35881",TRUE,FALSE
"35882",TRUE,FALSE
"35883",TRUE,FALSE
"35884",TRUE,FALSE
"35885",TRUE,FALSE
"35886",TRUE,FALSE
"35887",TRUE,FALSE
"35888",TRUE,FALSE
"35889",TRUE,FALSE
"35890",TRUE,FALSE
"35891",TRUE,FALSE
"35892",TRUE,FALSE
"35893",TRUE,FALSE
"35894",TRUE,FALSE
"35895",TRUE,FALSE
"35896",TRUE,FALSE
"35897",TRUE,FALSE
"35898",TRUE,FALSE
"35899",TRUE,FALSE
"35900",TRUE,FALSE
"35901",TRUE,FALSE
"35902",TRUE,FALSE
"35903",TRUE,FALSE
"35904",TRUE,FALSE
"35905",TRUE,FALSE
"35906",TRUE,FALSE
"35907",TRUE,FALSE
"35908",TRUE,FALSE
"35909",TRUE,FALSE
"35910",TRUE,FALSE
"35911",TRUE,FALSE
"35912",TRUE,FALSE
"35913",TRUE,FALSE
"35914",TRUE,FALSE
"35915",TRUE,FALSE
"35916",TRUE,FALSE
"35917",TRUE,FALSE
"35918",TRUE,FALSE
"35919",TRUE,FALSE
"35920",TRUE,FALSE
"35921",TRUE,FALSE
"35922",TRUE,FALSE
"35923",TRUE,FALSE
"35924",TRUE,FALSE
"35925",TRUE,FALSE
"35926",TRUE,FALSE
"35927",TRUE,FALSE
"35928",TRUE,FALSE
"35929",TRUE,FALSE
"35930",TRUE,FALSE
"35931",TRUE,FALSE
"35932",TRUE,FALSE
"35933",TRUE,FALSE
"35934",TRUE,FALSE
"35935",TRUE,FALSE
"35936",TRUE,FALSE
"35937",TRUE,FALSE
"35938",TRUE,FALSE
"35939",TRUE,FALSE
"35940",TRUE,FALSE
"35941",TRUE,FALSE
"35942",TRUE,FALSE
"35943",TRUE,FALSE
"35944",TRUE,FALSE
"35945",TRUE,FALSE
"35946",FALSE,FALSE
"35947",FALSE,FALSE
"35948",FALSE,FALSE
"35949",FALSE,FALSE
"35950",FALSE,FALSE
"35951",FALSE,FALSE
"35952",FALSE,FALSE
"35953",FALSE,FALSE
"35954",FALSE,FALSE
"35955",FALSE,FALSE
"35956",FALSE,FALSE
"35957",FALSE,FALSE
"35958",FALSE,FALSE
"35959",FALSE,FALSE
"35960",FALSE,FALSE
"35961",FALSE,FALSE
"35962",FALSE,FALSE
"35963",FALSE,FALSE
"35964",FALSE,FALSE
"35965",FALSE,FALSE
"35966",FALSE,FALSE
"35967",FALSE,FALSE
"35968",FALSE,FALSE
"35969",FALSE,FALSE
"35970",FALSE,FALSE
"35971",FALSE,FALSE
"35972",FALSE,FALSE
"35973",FALSE,FALSE
"35974",FALSE,FALSE
"35975",FALSE,FALSE
"35976",FALSE,FALSE
"35977",FALSE,FALSE
"35978",FALSE,FALSE
"35979",FALSE,FALSE
"35980",FALSE,FALSE
"35981",FALSE,FALSE
"35982",FALSE,FALSE
"35983",FALSE,FALSE
"35984",FALSE,FALSE
"35985",FALSE,FALSE
"35986",FALSE,FALSE
"35987",FALSE,FALSE
"35988",FALSE,FALSE
"35989",FALSE,FALSE
"35990",FALSE,FALSE
"35991",FALSE,FALSE
"35992",FALSE,FALSE
"35993",FALSE,FALSE
"35994",FALSE,FALSE
"35995",FALSE,FALSE
"35996",FALSE,FALSE
"35997",FALSE,FALSE
"35998",FALSE,FALSE
"35999",FALSE,FALSE
"36000",FALSE,FALSE
"36001",FALSE,FALSE
"36002",FALSE,FALSE
"36003",FALSE,FALSE
"36004",FALSE,FALSE
"36005",FALSE,FALSE
"36006",FALSE,FALSE
"36007",FALSE,FALSE
"36008",FALSE,FALSE
"36009",FALSE,FALSE
"36010",FALSE,FALSE
"36011",FALSE,FALSE
"36012",FALSE,FALSE
"36013",FALSE,FALSE
"36014",FALSE,FALSE
"36015",FALSE,FALSE
"36016",FALSE,FALSE
"36017",FALSE,FALSE
"36018",FALSE,FALSE
"36019",FALSE,FALSE
"36020",FALSE,FALSE
"36021",FALSE,FALSE
"36022",FALSE,FALSE
"36023",FALSE,FALSE
"36024",FALSE,FALSE
"36025",FALSE,FALSE
"36026",FALSE,FALSE
"36027",FALSE,FALSE
"36028",FALSE,FALSE
"36029",FALSE,FALSE
"36030",FALSE,FALSE
"36031",FALSE,FALSE
"36032",FALSE,FALSE
"36033",FALSE,FALSE
"36034",FALSE,FALSE
"36035",FALSE,FALSE
"36036",FALSE,FALSE
"36037",FALSE,FALSE
"36038",FALSE,FALSE
"36039",FALSE,FALSE
"36040",FALSE,FALSE
"36041",FALSE,FALSE
"36042",FALSE,FALSE
"36043",FALSE,FALSE
"36044",FALSE,FALSE
"36045",FALSE,FALSE
"36046",FALSE,FALSE
"36047",FALSE,FALSE
"36048",FALSE,FALSE
"36049",FALSE,FALSE
"36050",FALSE,FALSE
"36051",FALSE,FALSE
"36052",FALSE,FALSE
"36053",FALSE,FALSE
"36054",FALSE,FALSE
"36055",FALSE,FALSE
"36056",TRUE,FALSE
"36057",TRUE,FALSE
"36058",TRUE,FALSE
"36059",TRUE,FALSE
"36060",TRUE,FALSE
"36061",TRUE,FALSE
"36062",TRUE,FALSE
"36063",TRUE,FALSE
"36064",TRUE,FALSE
"36065",TRUE,FALSE
"36066",TRUE,FALSE
"36067",TRUE,FALSE
"36068",TRUE,FALSE
"36069",TRUE,FALSE
"36070",TRUE,FALSE
"36071",TRUE,FALSE
"36072",TRUE,FALSE
"36073",TRUE,FALSE
"36074",TRUE,FALSE
"36075",TRUE,FALSE
"36076",TRUE,FALSE
"36077",TRUE,FALSE
"36078",TRUE,FALSE
"36079",TRUE,FALSE
"36080",TRUE,FALSE
"36081",TRUE,FALSE
"36082",TRUE,FALSE
"36083",TRUE,FALSE
"36084",TRUE,FALSE
"36085",TRUE,FALSE
"36086",TRUE,FALSE
"36087",TRUE,FALSE
"36088",TRUE,FALSE
"36089",TRUE,FALSE
"36090",TRUE,FALSE
"36091",TRUE,FALSE
"36092",TRUE,FALSE
"36093",TRUE,FALSE
"36094",TRUE,FALSE
"36095",TRUE,FALSE
"36096",TRUE,FALSE
"36097",TRUE,FALSE
"36098",TRUE,FALSE
"36099",TRUE,FALSE
"36100",TRUE,FALSE
"36101",TRUE,FALSE
"36102",TRUE,FALSE
"36103",TRUE,FALSE
"36104",TRUE,FALSE
"36105",TRUE,FALSE
"36106",TRUE,FALSE
"36107",TRUE,FALSE
"36108",TRUE,FALSE
"36109",TRUE,FALSE
"36110",TRUE,FALSE
"36111",TRUE,FALSE
"36112",TRUE,FALSE
"36113",TRUE,FALSE
"36114",TRUE,FALSE
"36115",TRUE,FALSE
"36116",TRUE,FALSE
"36117",TRUE,FALSE
"36118",TRUE,FALSE
"36119",TRUE,FALSE
"36120",TRUE,FALSE
"36121",TRUE,FALSE
"36122",TRUE,FALSE
"36123",TRUE,FALSE
"36124",TRUE,FALSE
"36125",TRUE,FALSE
"36126",TRUE,FALSE
"36127",TRUE,FALSE
"36128",TRUE,FALSE
"36129",TRUE,FALSE
"36130",TRUE,FALSE
"36131",TRUE,FALSE
"36132",TRUE,FALSE
"36133",TRUE,FALSE
"36134",TRUE,FALSE
"36135",TRUE,FALSE
"36136",TRUE,FALSE
"36137",TRUE,FALSE
"36138",TRUE,FALSE
"36139",TRUE,FALSE
"36140",TRUE,FALSE
"36141",TRUE,FALSE
"36142",TRUE,FALSE
"36143",TRUE,FALSE
"36144",TRUE,FALSE
"36145",TRUE,FALSE
"36146",TRUE,FALSE
"36147",TRUE,FALSE
"36148",TRUE,FALSE
"36149",TRUE,FALSE
"36150",TRUE,FALSE
"36151",TRUE,FALSE
"36152",TRUE,FALSE
"36153",TRUE,FALSE
"36154",TRUE,FALSE
"36155",TRUE,FALSE
"36156",TRUE,FALSE
"36157",TRUE,FALSE
"36158",TRUE,FALSE
"36159",TRUE,FALSE
"36160",TRUE,FALSE
"36161",TRUE,FALSE
"36162",TRUE,FALSE
"36163",TRUE,FALSE
"36164",TRUE,FALSE
"36165",TRUE,FALSE
"36166",TRUE,FALSE
"36167",TRUE,FALSE
"36168",TRUE,FALSE
"36169",TRUE,FALSE
"36170",TRUE,FALSE
"36171",TRUE,FALSE
"36172",TRUE,FALSE
"36173",TRUE,FALSE
"36174",TRUE,FALSE
"36175",TRUE,FALSE
"36176",TRUE,FALSE
"36177",TRUE,FALSE
"36178",TRUE,FALSE
"36179",TRUE,FALSE
"36180",TRUE,FALSE
"36181",TRUE,FALSE
"36182",TRUE,FALSE
"36183",TRUE,FALSE
"36184",TRUE,FALSE
"36185",TRUE,FALSE
"36186",TRUE,FALSE
"36187",TRUE,FALSE
"36188",TRUE,FALSE
"36189",TRUE,FALSE
"36190",TRUE,FALSE
"36191",TRUE,FALSE
"36192",TRUE,FALSE
"36193",TRUE,FALSE
"36194",TRUE,FALSE
"36195",TRUE,FALSE
"36196",TRUE,FALSE
"36197",TRUE,FALSE
"36198",TRUE,FALSE
"36199",TRUE,FALSE
"36200",TRUE,FALSE
"36201",TRUE,FALSE
"36202",TRUE,FALSE
"36203",TRUE,FALSE
"36204",TRUE,FALSE
"36205",TRUE,FALSE
"36206",TRUE,FALSE
"36207",TRUE,FALSE
"36208",TRUE,FALSE
"36209",TRUE,FALSE
"36210",TRUE,FALSE
"36211",FALSE,FALSE
"36212",FALSE,FALSE
"36213",FALSE,FALSE
"36214",FALSE,FALSE
"36215",FALSE,FALSE
"36216",FALSE,FALSE
"36217",FALSE,FALSE
"36218",FALSE,FALSE
"36219",FALSE,FALSE
"36220",FALSE,FALSE
"36221",FALSE,FALSE
"36222",FALSE,FALSE
"36223",FALSE,FALSE
"36224",FALSE,FALSE
"36225",FALSE,FALSE
"36226",FALSE,FALSE
"36227",FALSE,FALSE
"36228",FALSE,FALSE
"36229",FALSE,FALSE
"36230",FALSE,FALSE
"36231",FALSE,FALSE
"36232",FALSE,FALSE
"36233",FALSE,FALSE
"36234",FALSE,FALSE
"36235",FALSE,FALSE
"36236",FALSE,FALSE
"36237",FALSE,FALSE
"36238",FALSE,FALSE
"36239",FALSE,FALSE
"36240",FALSE,FALSE
"36241",FALSE,FALSE
"36242",FALSE,FALSE
"36243",FALSE,FALSE
"36244",FALSE,FALSE
"36245",FALSE,FALSE
"36246",FALSE,FALSE
"36247",FALSE,FALSE
"36248",FALSE,FALSE
"36249",FALSE,FALSE
"36250",FALSE,FALSE
"36251",FALSE,FALSE
"36252",FALSE,FALSE
"36253",FALSE,FALSE
"36254",FALSE,FALSE
"36255",FALSE,FALSE
"36256",FALSE,FALSE
"36257",FALSE,FALSE
"36258",FALSE,FALSE
"36259",FALSE,FALSE
"36260",FALSE,FALSE
"36261",FALSE,FALSE
"36262",FALSE,FALSE
"36263",FALSE,FALSE
"36264",FALSE,FALSE
"36265",FALSE,FALSE
"36266",FALSE,FALSE
"36267",FALSE,FALSE
"36268",FALSE,FALSE
"36269",FALSE,FALSE
"36270",FALSE,FALSE
"36271",FALSE,FALSE
"36272",FALSE,FALSE
"36273",FALSE,FALSE
"36274",FALSE,FALSE
"36275",FALSE,FALSE
"36276",FALSE,FALSE
"36277",FALSE,FALSE
"36278",FALSE,FALSE
"36279",FALSE,FALSE
"36280",FALSE,FALSE
"36281",FALSE,FALSE
"36282",FALSE,FALSE
"36283",FALSE,FALSE
"36284",FALSE,FALSE
"36285",FALSE,FALSE
"36286",FALSE,FALSE
"36287",FALSE,FALSE
"36288",FALSE,FALSE
"36289",FALSE,FALSE
"36290",FALSE,FALSE
"36291",FALSE,FALSE
"36292",FALSE,FALSE
"36293",FALSE,FALSE
"36294",FALSE,FALSE
"36295",FALSE,FALSE
"36296",FALSE,FALSE
"36297",FALSE,FALSE
"36298",FALSE,FALSE
"36299",FALSE,FALSE
"36300",FALSE,FALSE
"36301",FALSE,FALSE
"36302",FALSE,FALSE
"36303",FALSE,FALSE
"36304",FALSE,FALSE
"36305",FALSE,FALSE
"36306",FALSE,FALSE
"36307",FALSE,FALSE
"36308",FALSE,FALSE
"36309",FALSE,FALSE
"36310",FALSE,FALSE
"36311",FALSE,FALSE
"36312",FALSE,FALSE
"36313",FALSE,FALSE
"36314",FALSE,FALSE
"36315",FALSE,FALSE
"36316",FALSE,FALSE
"36317",FALSE,FALSE
"36318",FALSE,FALSE
"36319",FALSE,FALSE
"36320",FALSE,FALSE
"36321",FALSE,FALSE
"36322",TRUE,FALSE
"36323",TRUE,FALSE
"36324",TRUE,FALSE
"36325",TRUE,FALSE
"36326",TRUE,FALSE
"36327",TRUE,FALSE
"36328",TRUE,FALSE
"36329",TRUE,FALSE
"36330",TRUE,FALSE
"36331",TRUE,FALSE
"36332",TRUE,FALSE
"36333",TRUE,FALSE
"36334",TRUE,FALSE
"36335",TRUE,FALSE
"36336",TRUE,FALSE
"36337",TRUE,FALSE
"36338",TRUE,FALSE
"36339",TRUE,FALSE
"36340",TRUE,FALSE
"36341",TRUE,FALSE
"36342",TRUE,FALSE
"36343",TRUE,FALSE
"36344",TRUE,FALSE
"36345",TRUE,FALSE
"36346",TRUE,FALSE
"36347",TRUE,FALSE
"36348",TRUE,FALSE
"36349",TRUE,FALSE
"36350",TRUE,FALSE
"36351",TRUE,FALSE
"36352",TRUE,FALSE
"36353",TRUE,FALSE
"36354",TRUE,FALSE
"36355",TRUE,FALSE
"36356",TRUE,FALSE
"36357",TRUE,FALSE
"36358",TRUE,FALSE
"36359",TRUE,FALSE
"36360",TRUE,FALSE
"36361",TRUE,FALSE
"36362",TRUE,FALSE
"36363",TRUE,FALSE
"36364",TRUE,FALSE
"36365",TRUE,FALSE
"36366",TRUE,FALSE
"36367",TRUE,FALSE
"36368",TRUE,FALSE
"36369",TRUE,FALSE
"36370",TRUE,FALSE
"36371",TRUE,FALSE
"36372",TRUE,FALSE
"36373",TRUE,FALSE
"36374",TRUE,FALSE
"36375",TRUE,FALSE
"36376",TRUE,FALSE
"36377",TRUE,FALSE
"36378",TRUE,FALSE
"36379",TRUE,FALSE
"36380",TRUE,FALSE
"36381",TRUE,FALSE
"36382",TRUE,FALSE
"36383",TRUE,FALSE
"36384",TRUE,FALSE
"36385",TRUE,FALSE
"36386",TRUE,FALSE
"36387",TRUE,FALSE
"36388",TRUE,FALSE
"36389",TRUE,FALSE
"36390",TRUE,FALSE
"36391",TRUE,FALSE
"36392",TRUE,FALSE
"36393",TRUE,FALSE
"36394",TRUE,FALSE
"36395",TRUE,FALSE
"36396",TRUE,FALSE
"36397",TRUE,FALSE
"36398",TRUE,FALSE
"36399",TRUE,FALSE
"36400",TRUE,FALSE
"36401",TRUE,FALSE
"36402",TRUE,FALSE
"36403",TRUE,FALSE
"36404",TRUE,FALSE
"36405",TRUE,FALSE
"36406",TRUE,FALSE
"36407",TRUE,FALSE
"36408",TRUE,FALSE
"36409",TRUE,FALSE
"36410",TRUE,FALSE
"36411",TRUE,FALSE
"36412",TRUE,FALSE
"36413",TRUE,FALSE
"36414",TRUE,FALSE
"36415",TRUE,FALSE
"36416",TRUE,FALSE
"36417",TRUE,FALSE
"36418",TRUE,FALSE
"36419",TRUE,FALSE
"36420",TRUE,FALSE
"36421",TRUE,FALSE
"36422",TRUE,FALSE
"36423",TRUE,FALSE
"36424",TRUE,FALSE
"36425",TRUE,FALSE
"36426",TRUE,FALSE
"36427",TRUE,FALSE
"36428",TRUE,FALSE
"36429",TRUE,FALSE
"36430",TRUE,FALSE
"36431",TRUE,FALSE
"36432",TRUE,FALSE
"36433",TRUE,FALSE
"36434",TRUE,FALSE
"36435",TRUE,FALSE
"36436",TRUE,FALSE
"36437",TRUE,FALSE
"36438",TRUE,FALSE
"36439",TRUE,FALSE
"36440",TRUE,FALSE
"36441",TRUE,FALSE
"36442",TRUE,FALSE
"36443",TRUE,FALSE
"36444",TRUE,FALSE
"36445",TRUE,FALSE
"36446",TRUE,FALSE
"36447",TRUE,FALSE
"36448",TRUE,FALSE
"36449",TRUE,FALSE
"36450",TRUE,FALSE
"36451",TRUE,FALSE
"36452",TRUE,FALSE
"36453",TRUE,FALSE
"36454",TRUE,FALSE
"36455",TRUE,FALSE
"36456",TRUE,FALSE
"36457",TRUE,FALSE
"36458",TRUE,FALSE
"36459",TRUE,FALSE
"36460",TRUE,FALSE
"36461",TRUE,FALSE
"36462",TRUE,FALSE
"36463",TRUE,FALSE
"36464",TRUE,FALSE
"36465",TRUE,FALSE
"36466",TRUE,FALSE
"36467",TRUE,FALSE
"36468",TRUE,FALSE
"36469",TRUE,FALSE
"36470",TRUE,FALSE
"36471",TRUE,FALSE
"36472",TRUE,FALSE
"36473",TRUE,FALSE
"36474",TRUE,FALSE
"36475",FALSE,FALSE
"36476",FALSE,FALSE
"36477",FALSE,FALSE
"36478",FALSE,FALSE
"36479",FALSE,FALSE
"36480",FALSE,FALSE
"36481",FALSE,FALSE
"36482",FALSE,FALSE
"36483",FALSE,FALSE
"36484",FALSE,FALSE
"36485",FALSE,FALSE
"36486",FALSE,FALSE
"36487",FALSE,FALSE
"36488",FALSE,FALSE
"36489",FALSE,FALSE
"36490",FALSE,FALSE
"36491",FALSE,FALSE
"36492",FALSE,FALSE
"36493",FALSE,FALSE
"36494",FALSE,FALSE
"36495",FALSE,FALSE
"36496",FALSE,FALSE
"36497",FALSE,FALSE
"36498",FALSE,FALSE
"36499",FALSE,FALSE
"36500",FALSE,FALSE
"36501",FALSE,FALSE
"36502",FALSE,FALSE
"36503",FALSE,FALSE
"36504",FALSE,FALSE
"36505",FALSE,FALSE
"36506",FALSE,FALSE
"36507",FALSE,FALSE
"36508",FALSE,FALSE
"36509",FALSE,FALSE
"36510",FALSE,FALSE
"36511",FALSE,FALSE
"36512",FALSE,FALSE
"36513",FALSE,FALSE
"36514",FALSE,FALSE
"36515",FALSE,FALSE
"36516",FALSE,FALSE
"36517",FALSE,FALSE
"36518",FALSE,FALSE
"36519",FALSE,FALSE
"36520",FALSE,FALSE
"36521",FALSE,FALSE
"36522",FALSE,FALSE
"36523",FALSE,FALSE
"36524",FALSE,FALSE
"36525",FALSE,FALSE
"36526",FALSE,FALSE
"36527",FALSE,FALSE
"36528",FALSE,FALSE
"36529",FALSE,FALSE
"36530",FALSE,FALSE
"36531",FALSE,FALSE
"36532",FALSE,FALSE
"36533",FALSE,FALSE
"36534",FALSE,FALSE
"36535",FALSE,FALSE
"36536",FALSE,FALSE
"36537",FALSE,FALSE
"36538",FALSE,FALSE
"36539",FALSE,FALSE
"36540",FALSE,FALSE
"36541",FALSE,FALSE
"36542",FALSE,FALSE
"36543",FALSE,FALSE
"36544",FALSE,FALSE
"36545",FALSE,FALSE
"36546",FALSE,FALSE
"36547",FALSE,FALSE
"36548",FALSE,FALSE
"36549",FALSE,FALSE
"36550",FALSE,FALSE
"36551",FALSE,FALSE
"36552",FALSE,FALSE
"36553",FALSE,FALSE
"36554",FALSE,FALSE
"36555",FALSE,FALSE
"36556",FALSE,FALSE
"36557",FALSE,FALSE
"36558",FALSE,FALSE
"36559",FALSE,FALSE
"36560",FALSE,FALSE
"36561",FALSE,FALSE
"36562",FALSE,FALSE
"36563",FALSE,FALSE
"36564",FALSE,FALSE
"36565",FALSE,FALSE
"36566",FALSE,FALSE
"36567",FALSE,FALSE
"36568",FALSE,FALSE
"36569",FALSE,FALSE
"36570",FALSE,FALSE
"36571",FALSE,FALSE
"36572",FALSE,FALSE
"36573",FALSE,FALSE
"36574",FALSE,FALSE
"36575",FALSE,FALSE
"36576",FALSE,FALSE
"36577",FALSE,FALSE
"36578",FALSE,FALSE
"36579",FALSE,FALSE
"36580",FALSE,FALSE
"36581",FALSE,FALSE
"36582",FALSE,FALSE
"36583",FALSE,FALSE
"36584",FALSE,FALSE
"36585",FALSE,FALSE
"36586",FALSE,FALSE
"36587",TRUE,FALSE
"36588",TRUE,FALSE
"36589",TRUE,FALSE
"36590",TRUE,FALSE
"36591",TRUE,FALSE
"36592",TRUE,FALSE
"36593",TRUE,FALSE
"36594",TRUE,FALSE
"36595",TRUE,FALSE
"36596",TRUE,FALSE
"36597",TRUE,FALSE
"36598",TRUE,FALSE
"36599",TRUE,FALSE
"36600",TRUE,FALSE
"36601",TRUE,FALSE
"36602",TRUE,FALSE
"36603",TRUE,FALSE
"36604",TRUE,FALSE
"36605",TRUE,FALSE
"36606",TRUE,FALSE
"36607",TRUE,FALSE
"36608",TRUE,FALSE
"36609",TRUE,FALSE
"36610",TRUE,FALSE
"36611",TRUE,FALSE
"36612",TRUE,FALSE
"36613",TRUE,FALSE
"36614",TRUE,FALSE
"36615",TRUE,FALSE
"36616",TRUE,FALSE
"36617",TRUE,FALSE
"36618",TRUE,FALSE
"36619",TRUE,FALSE
"36620",TRUE,FALSE
"36621",TRUE,FALSE
"36622",TRUE,FALSE
"36623",TRUE,FALSE
"36624",TRUE,FALSE
"36625",TRUE,FALSE
"36626",TRUE,FALSE
"36627",TRUE,FALSE
"36628",TRUE,FALSE
"36629",TRUE,FALSE
"36630",TRUE,FALSE
"36631",TRUE,FALSE
"36632",TRUE,FALSE
"36633",TRUE,FALSE
"36634",TRUE,FALSE
"36635",TRUE,FALSE
"36636",TRUE,FALSE
"36637",TRUE,FALSE
"36638",TRUE,FALSE
"36639",TRUE,FALSE
"36640",TRUE,FALSE
"36641",TRUE,FALSE
"36642",TRUE,FALSE
"36643",TRUE,FALSE
"36644",TRUE,FALSE
"36645",TRUE,FALSE
"36646",TRUE,FALSE
"36647",TRUE,FALSE
"36648",TRUE,FALSE
"36649",TRUE,FALSE
"36650",TRUE,FALSE
"36651",TRUE,FALSE
"36652",TRUE,FALSE
"36653",TRUE,FALSE
"36654",TRUE,FALSE
"36655",TRUE,FALSE
"36656",TRUE,FALSE
"36657",TRUE,FALSE
"36658",TRUE,FALSE
"36659",TRUE,FALSE
"36660",TRUE,FALSE
